anchor,same_period_affil,diff_period_affil,same_period_cos_sim,diff_period_cos_sim
itpac,unitpac,,0.7443619966506958,
aghyle,lpnhe,lthe,0.7246421575546265,0.6571536064147949
12th international school for strangeness nuclear physics snp school 2023,13th international school for strangeness nuclear physics snp-cns school 2024,,0.9073785543441772,
tepper business school,business school,,0.8114712834358215,
dacd,dca,,0.8315027952194214,
"mathematical problems of biology, russian academy of sciences","philosophy, russian academy of sciences",keldysh applied mathematics of russian academy of sciences,0.8444725275039673,0.8269569277763367
institut d’optique graduate school,institut d'optique graduate school,,0.9959343075752258,
research sport and exercise,exercise and sport science,,0.894442617893219,
udep,pnud,,0.8636052012443542,
advanced research laboratory,advanced technology laboratory,,0.9272739291191101,
slade fine art,artistic,,0.7659320831298828,
san juan de lurigancho,"lima, san juan de lurigancho",,0.897956132888794,
ionosphere,space and atmospheric physics,,0.7498989701271057,
aeronautic science and engineering,aeronautics science and engineering,,0.9980686902999878,
plan international,international,,0.7571282386779785,
intelligent machines,intelligent systems,,0.8861060738563538,
"geography, geoinformatics and meteorology","geography, geoinformatics & meteorology",,0.9973223209381104,
advance sciences,advanced sciences,,0.9853134751319885,
vocational technical level,technical training,,0.8418735265731812,
moscow physics and technology,moscow engineering physics institute,,0.8363676071166992,
engineering sciences faculty,engineering faculty,,0.9540284872055054,
pará military police,paraná military police,,0.9669156074523926,
population genetics,population genomics,,0.8933223485946655,
nova,nova fcsh,,0.8372008800506592,
health and societies,health and society,,0.9741728901863098,
earth science department,earth sciences department,,0.9769282937049866,
neurology,"neurology,",,0.9886201620101929,
nanotechnology department,nanotechnology division,,0.9271142482757568,
foundations of economic analysis ii,foundations of economic analysis,,0.9414893388748169,
hospital são paulo,hospital do servidor público estadual de são paulo,,0.9221078157424927,
center for emergent matter science,riken center for emergent matter science,,0.888899564743042,
philosophy & religion,philosophy and religion,,0.9971912503242493,
graduate economics,graduate program in economics,,0.9560863971710205,
"systems innovation, engineering",systems innovation,,0.936077892780304,
idp in climate studies,climate studies,,0.9181265830993652,
innovation and didactic training,educational innovation,,0.8520870208740234,
trinity arts and sciences,trinity arts & sciences,,0.993871808052063,
hydromelioration,hydrosciences,,0.7287716269493103,
pattern recognition,pattern recognition and intelligent system,,0.8518943786621094,
engineering information systems,information system engineering,,0.9655609130859375,
bytedance china,byd china,,0.9358986616134644,
eli-np,npp,,0.7718231678009033,
dairy and poultry science,dairy and food science,,0.9164484739303589,
instituto metodista granbery,instituto tecgraf,,0.7344275712966919,
clinical traditional chinese medicine,traditional chinese medicine,,0.956084132194519,
public policy studies,policy studies,,0.9544411897659302,
psyhiatry,psychatry,,0.8630700707435608,
iem,ie,,0.8980860710144043,
slavic languages & literatures,slavic languages and literatures,,0.996544599533081,
engineering ferrari enzo,engineering enzo ferrari,"dipartimento di industrial design, delle arti, della comunicazione e della moda attivo dal 01/01/1900 al 31/12/2012",0.9743579626083374,0.5342913866043091
learning technology,learning technologies,,0.9762258529663086,
amity organic agriculture,organic farming,,0.867597222328186,
direcci�n centro de investigaci�n nataima,direcci�n centro de investigaci�n obonuco,,0.9359951019287109,
"biochemistry, biotechnology and bioinformatics",biochemistry and bioinformatics,,0.9808006286621094,
ucsf medical center,ucsf medicine,,0.9112894535064697,
"anesthesiology, critical care and pain medicine","anesthesiology, critical care, and pain medicine",,0.9970713257789612,
engenharia civil e arquitetura,engenharia civil e ambiental,,0.8997111320495605,
cinema and audiovisual,cinema e audiovisual,,0.9534244537353516,
information processing,data processing,,0.896946907043457,
i vicerrectorado,vicerrectoria,,0.8114013075828552,
construction and management,construction management,,0.9680556654930115,
post graduate program in religious studies,graduate program in religious studies,,0.971468448638916,
advanced practice nursing,advanced nursing practice,,0.9327331185340881,
geophysical engineer,geological engineer,,0.9393020272254944,
centro de estudios de asia y áfrica,center for higher studies of mexico and central america,,0.7719910144805908,
digital arts,digital media and design arts,,0.9399735927581787,
agro-industrial production engineering,agro-industrial engineering,,0.970999002456665,
social and philosophical sciences and mass communications,social sciences and mass communications,,0.958709716796875,
"food, nutrition and dietetics","foods, nutrition and dietetics",,0.9942979216575623,
materials measurement laboratory,material measurement laboratory,,0.9883911609649658,
pharmacology and therapeutic,pharmacology and therapy,,0.9781771302223206,
kumasi centre for collaborative research in tropical medicine,kintampo health research centre,,0.7028888463973999,
soil and plant nutrition,soils and plant nutrition,,0.9841656684875488,
molecular imaging center,center for imaging science,,0.9172027707099915,
religion studies,religious studies,,0.9696351289749146,
"architecture, arts and design","architecture, design and arts",,0.9977313280105591,
ludwik hirszfeld immunology and experimental therapy,experimental immunology,,0.7203381061553955,
center for inflammation research,centre for inflammation research,,0.9772108197212219,
dept. of political science,department for political science,,0.9543116092681885,
biomedical engineering and sciences,biomedical sciences and engineering,,0.9947065114974976,
humana management,human management,,0.8413528203964233,
nibec,qec,,0.8439542055130005,
cardiac and thoracic surgery,cardiovascular and thoracic surgery,,0.9826020002365112,
utpl,utp,,0.8435739278793335,
resources and environmental engineering,resource and environmental engineering,,0.9855439066886902,
electronics and telecommunications department,electronics and telecommunication department,,0.9927818775177002,
"entrepreneurship, trade and exchange activities",entrepreneurship and trade,,0.9441298246383667,
health behavior & health education,health behavior and health education,,0.9980734586715698,
national genetics,national biological sciences,,0.7628376483917236,
agricultural production systems,agricultural systems,,0.9259469509124756,
computer science.,computer science,,0.9931415915489197,
health & related research,health and related research,,0.9968981742858887,
national space institute,nano-science center,,0.6635597944259644,
prevention research center,prevention science institute,,0.856877326965332,
h.buniatian biochemistry,biochemistry,,0.8352395296096802,
art and music,music and art,,0.9876729249954224,
escuela profesional de ingenieria civil,escuela profesional de ingeniería civil,,0.9944755434989929,
rail transit,rail transportation,,0.9667470455169678,
chemical egineering,chemical enigneering,,0.8555680513381958,
technological toluca,technological pachuca,,0.8660750389099121,
fate,fatecs,,0.7885347604751587,
romance and arabic languages and literatures,arabic language and literature,english and american literature and language,0.8717643618583679,0.6690779328346252
neuro-ophthalmology,"neurology, medicine",,0.8967071175575256,
lab operations,laboratory operations,,0.9324131011962891,
leverhulme research centre for forensic science,centre for forensic science,london research institute,0.7632460594177246,0.6962089538574219
doctorate in psychology,doctorate in clinical psychology,human development and applied psychology,0.9742262959480286,0.731037974357605
bachelor of engineering,bachelor of science,,0.8507314324378967,
water engineering,water and environmental engineering,,0.9381538033485413,
technological machines and equipment,electrical machines and apparatus,,0.9189535975456238,
computer since,computer and it,,0.8263747096061707,
"health, education and technology",health and technology,,0.9243876338005066,
science chemistry,science - chemistry,,0.9736632704734802,
international tropical forestry,tropical forestry,,0.8508358001708984,
escola superior de saúde jean piaget de vila nova de gaia,escola superior de educação jean piaget em vila nova de gaia,,0.9656609296798706,
mental health research center,mental health research institute,,0.9160090684890747,
biological and pharmaceutical sciences,biomedical and pharmaceutical sciences,,0.9806307554244995,
foreign languages faculty,foreign language faculty,,0.9899042844772339,
colloge,cge,,0.8488063216209412,
global and tropical health division,global health division,,0.887451708316803,
polish academy of sciences in częstochowa,instytut badań literackich polskiej akademii nauk/ literary research of polish academy of sciences,,0.8551290035247803,
life and nanopharmaceutical sciences,life sciences and biotechnology,,0.9178894758224487,
agroecotechnology,agro-biotechnology,,0.924675464630127,
economics,"economics,",,0.9845865964889526,
in public health nursing,public health nursing,,0.9653849005699158,
computer education department,computer education,,0.9173164367675781,
nuclear materials authority,nuclear,,0.7762764692306519,
graduate program in mechanical engineering,postgraduate program in mechanical engineering,,0.9806464314460754,
advocate,advocacy,,0.8821340799331665,
babraham institute,cabot institute,,0.721281886100769,
rutgers nursing,rutgers health,,0.9103727340698242,
"division of endocrinology and metabolism, internal medicine",division of endocrinology and metabolism,,0.900546669960022,
molecular imaging center,center for imaging science,,0.9172027707099915,
centre for tropical crops and biocommodities,centre for sustainable tropical fisheries and aquaculture,,0.811500072479248,
head of research,research department,,0.8214528560638428,
doctor and surgeon race,doctor and surgeon,,0.779678225517273,
sosyal politika,politics,,0.7895494699478149,
cevipol,isv,,0.7800331115722656,
"marketing, business",marketing and business,,0.9924348592758179,
biotechnology and genetics,genetics and biotechnology,,0.978610634803772,
biotechnology and animal science,animal science and biotechnology,,0.9875425100326538,
medical proteome center,medical genetics center,,0.8904548287391663,
disva,disu,,0.8554025292396545,
uin sayyid ali rahmatullah tulungagung,uin alauddin makassar,,0.7433034181594849,
clinical anatomy,anatomy and clinical anatomy,,0.9413738250732422,
contemporary philosophy,ufr of philosophy,,0.9133632183074951,
service desk,receptionist,,0.8271756768226624,
geomatics engineering department,geomatics engineering,,0.944670557975769,
language department,languages department,,0.9583216905593872,
maxwell citizenship and public affairs,public and international affairs,,0.8180046081542969,
post-graduate studies program,post graduate studies program,,0.9880618453025818,
environment health,environmental health,,0.9887264370918274,
and catalysis laboratory spectrochemistry,inorganic chemistry and catalysis,,0.8515737056732178,
nanobiomedical centre,center of biotechnology,,0.8913478851318359,
medicine siriraj hospital,siriraj hospital,,0.9370042681694031,
curriculum and instruction,curriculum & instruction,,0.9978992938995361,
health faculty,health science faculty,,0.9473676681518555,
audit & assurance,audit and assurance,,0.9959994554519653,
secondary teacher education,teacher education,,0.9344247579574585,
porto systems and computer engineering,systems and computer engineering of porto,,0.9161558151245117,
internal audit,internal auditing,,0.9631844758987427,
ushuluddin and islamic thought,ushuluddin and philosophy,,0.9138128757476807,
shool of medicine,of medicine,,0.9557477831840515,
english and liberal studies,english & cultural studies,,0.9065355062484741,
engineering and design,engineering & design,,0.9961334466934204,
vaccine and infectious disease organization,vaccine and infectious disease organization international vaccine centre,,0.8497916460037231,
mbs,msb,,0.8710812330245972,
library & information services,library and information services,,0.9979649782180786,
research institute in veterinary science,research institute,,0.8131873607635498,
immunology and regenerative biology,cell biology and immunology,,0.8700620532035828,
wurzweiler social work,sociology and social work,,0.7099215984344482,
drug sciences,drug science,,0.9586032032966614,
cage,animal facility,,0.6371282339096069,
transportation and communication management science,transportation science,,0.8350374102592468,
"division of endocrinology, medicine","medicine, division of endocrinology",,0.9724434614181519,
prydniprovska state academy of civil engineering and architecture,prydniprovs’ka state academy of civil engineering and architecture,,0.9934068322181702,
international aids vaccine initiative,center for vaccine development and global health,population and international health,0.801694393157959,0.6255483627319336
hotel administration,hotel management,,0.9232009649276733,
urban planning and management,urban planning and development,,0.9588190317153931,
ministry of education and culture,"ministry of education, culture and sports",,0.9567141532897949,
public health and social justice,public health & social work,health and public affairs,0.9026973247528076,0.8593714237213135
aae,ae,,0.9184970855712891,
state education state of paraná,paraná state education,,0.9196047782897949,
"national agency for new technologies, energy and sustainable economic development","enea national agency for new technologies, energy and sustainable economic development",,0.9719423651695251,
energy system analysis,energy systems analysis,,0.992781937122345,
american association of retired persons,american historical association,american civilization,0.7176172137260437,0.4845121502876282
"microbiology, medicine","microbiology and immunology, medicine",,0.9533463716506958,
graduate arts and science,graduate arts and sciences,,0.9874833226203918,
"learning, teaching, and curriculum","learning, teaching and curriculum",instructional systems,0.9979293346405029,0.8159571886062622
brazilian environment and renewable natural resources,environment and natural resources,,0.7746049761772156,
unilab,unifil,,0.8395123481750488,
ncd,nidcd,,0.8706018924713135,
english and political science,political science and english,,0.9791253805160522,
textile science,textile science and engineering,,0.958581805229187,
sociología y trabajo social,"psicología, sociología y trabajo social",,0.916875422000885,
western australian academy of performing arts,arts academy,,0.7279945015907288,
division of agricultural physics,agricultural physics,,0.8603444695472717,
information technology and computer science,computer science and information technology,,0.9928280711174011,
letters - portuguese and english,letters - portuguese/english,,0.9895241856575012,
paediatric department,paediatrics department,,0.9754356741905212,
leiden observatory,lead observatory,,0.7601132392883301,
clinical trials unit,clinical trial unit,,0.9818164110183716,
chemistry and biology faculty,chemical and biological faculty,,0.9503037929534912,
ten,tencent,,0.7044452428817749,
business and humanities,business studies and humanities,,0.9534240365028381,
barc,arc,,0.8344070911407471,
cpdoc,dcp,,0.8371500968933105,
electrical power and control engineering,electrical and control engineering,,0.9708802700042725,
architecture and real estate,architecture & built environment,,0.9038223624229431,
european union studies,european union security studies,,0.9110212326049805,
clinic for anesthesiology and intensive care,clinic for anesthesiology and surgical intensive care,,0.9822285175323486,
secretaria de desenvolvimento social,secretaria municipal de desenvolvimento social,,0.9412475228309631,
ent and head & neck surgery,ent & head and neck surgery,,0.9970451593399048,
child care,childcare,,0.9882076978683472,
"architecture, civil engineering and geodesy","civil engineering, architecture and geodesy",,0.9880453944206238,
netherlands interdisciplinary demographic institute,netherlands forensic institute,,0.7655315399169922,
ship building,shipbuilding,,0.8883447647094727,
theory and history of political science,history and political theory,,0.9354065656661987,
hey,eeis,,0.815671980381012,
biochemistry and biotechnology department,biochemistry department,,0.9639745354652405,
minerals engineering,mining and metallurgy engineering,,0.9560055732727051,
fox chase cancer center,fox business,,0.6535564064979553,
cancer research uk scotland institute,cancer research uk edinburgh centre,imperial cancer research fund,0.8473073840141296,0.6443082094192505
agricultural water management,irrigation water management,,0.8954664468765259,
fcap,facap,,0.8006153106689453,
sinopec research petroleum processing,sinopec petroleum exploration and production research institute,,0.9234517216682434,
center for higher studies in education,center for higher education,,0.9582380652427673,
research higher education,higher education research,,0.9688690900802612,
"birla technology, mesra","birla technology and science, pilani",birla technology,0.8243905901908875,0.8986194133758545
met,fom,,0.8107981085777283,
pennington biomedical research center,center for biomedical research,,0.7783550024032593,
modern german literature,german literature,,0.9210529327392578,
bioprocesses,bioprocess,,0.9630131721496582,
human resource department,human resources department,,0.9868317246437073,
toyota research north america,toyota research institute,nokia research center,0.7988675236701965,0.6292825937271118
automation and control systems,automated control systems,,0.9814647436141968,
cancer care,cancer care services,,0.951312243938446,
iwr,imw,,0.8689359426498413,
center for astrophysics harvard & smithsonian,center for astrophysics | harvard & smithsonian,,0.9823338389396667,
food engineering and nutrition science,food science and nutrition engineering,,0.9978014826774597,
technical affairs,technical,,0.8875086307525635,
"chemistry department, science","science, chemistry department",,0.9560763835906982,
chronic disease management,disease management,,0.9389141201972961,
geography teaching,geography teacher,,0.9532968997955322,
travel agency,tourism and travel management,,0.7895157337188721,
national veterinary alfort,national veterinary nantes,,0.91297847032547,
english & creative writing,english and creative writing,,0.9966341257095337,
"environment, health & safety","environment, health and safety",,0.9974116086959839,
therapeutic goods administration,medicine & pharmacy,,0.7670917510986328,
headmaster,master of education,,0.7738804817199707,
"electrical, electronic & computer engineering","electrical, electronic and computer engineering",,0.9970729351043701,
pediatric respiratory medicine,paediatric respiratory medicine,,0.9286573529243469,
"civil, environmental, and architectural engineering","civil, architectural, and environmental engineering",,0.9984456300735474,
medicine ii,medicine iii,,0.9608082175254822,
quran and hadith sciences,quranic and hadith sciences,,0.9746527075767517,
physics and earth science,physics and earth sciences,,0.9931457042694092,
civil eng.,civil eng,,0.9196327924728394,
economic geology,economics and geography,,0.8645022511482239,
electronic faculty,electronics faculty,,0.9040409922599792,
water resources and hydroelectric engineering,water resources and hydro-electric engineering,,0.9954116344451904,
office information technology,information technology office,,0.9433350563049316,
spru - science policy research unit,science policy research unit spru,,0.8986549973487854,
marist network,marist group,,0.8507101535797119,
doctoral molecular medicine,postgraduate molecular medicine,,0.8950387835502625,
u.s. navy,us navy,,0.9668240547180176,
preventive and social dentistry,social and preventive dentistry,,0.9831280708312988,
media informatics,media and information,,0.9251171350479126,
ladislav sutnar design and art,design and art,,0.6593114733695984,
water resources group,water resources management,,0.8430847525596619,
life science & bioinformatics,life science and bioinformatics,,0.9969053864479065,
molecular microbiology and immunology,molecular microbiology & immunology,,0.9976599216461182,
pathology and laboratories,pathology and laboratory,,0.983933687210083,
planets and comets,planet and star formation,,0.7924669981002808,
liberal arts and social sciences,liberal arts & social sciences,,0.9974181652069092,
graduate in sociology program,graduate in sociology,,0.9619719386100769,
veterinary medicine and public health,veterinary public health,,0.9416593909263611,
fishing and aquaculture,fishery and aquaculture,,0.9751596450805664,
multidisciplinary center,center for interdisciplinary studies,,0.908399760723114,
water supply,water resources and drinking water,,0.9213695526123047,
heat transfer,heat and mass transfer,,0.9305177927017212,
member of board,board member,,0.9752906560897827,
"psychology, sport and geography",psychology and sport sciences,,0.8373492956161499,
program studi farmasi,program studi sistem informasi,,0.8152378797531128,
nursing board,nursing administration,,0.8019933104515076,
1st surgery,first surgery,,0.9883928298950195,
arts & science,arts and science,,0.99405437707901,
inland business and social sciences,business and social sciences,,0.9272668957710266,
aiims delhi,iit delhi,,0.9144996404647827,
tashkent textile and light industry,tashkent chemical technology,,0.7880191802978516,
customer relationship,customer relations,,0.9280451536178589,
islamic economy,islamic economic,sharia &amp; islamic economics,0.9765105843544006,0.8852170705795288
administrative secretary,office of secretary,,0.8739774227142334,
iran national science foundation,iran's national elites foundation,,0.777616560459137,
friedrich list transport and traffic sciences,transport and traffic sciences,,0.7593978643417358,
fluid mechanics,mechanics and fluid dynamics,,0.8919459581375122,
laboratory unit,laboratory division,,0.895956814289093,
anestesiology and reanimation,anaesthesiology and reanimation,,0.9176268577575684,
imt lille douai,insa toulouse,,0.8120723962783813,
work and organisational studies,work and employment studies,,0.8328858017921448,
study of human rights,human rights,,0.837226390838623,
zoological society of london,zoology of zoological society of london,,0.9796208739280701,
"division of chest medicine, internal medicine","division of pulmonary and critical care medicine, internal medicine",,0.9315362572669983,
chemical engineering and energy sustainability,chemical engineering and energy,,0.9533671736717224,
astroparticle,astro,service d'astrophysique,0.8116708993911743,0.6880906224250793
radiology and nuclear medicine,radiology & nuclear medicine,,0.9936184883117676,
medical records and health statistics,health statistics,,0.9138306975364685,
"division of neonatology, pediatrics","pediatrics, division of neonatology",,0.9629429578781128,
dbi,bsd,,0.873049259185791,
human factors and behavioral neurobiology,neurobiology and behavior,,0.9272516965866089,
ministry of economy and competitiveness,ministry of economy,,0.9019060730934143,
health and social sciences,health & social sciences,,0.9967567920684814,
geophysics and volcanology,national geophysics and volcanology,earth and geoenvironmental sciences,0.9174963235855103,0.7783147096633911
high modern languages ​​for interpreters and translators,applied languages,,0.82872074842453,
iran khodro iran,iran,,0.849185585975647,
chair of internal medicine and internal medicine in nursing,chair and medical microbiology,,0.8169335722923279,
"obstetrics, gynecology and perinatology",obstetric and gynecology,,0.9614483118057251,
foreign citizens training center,training center,,0.8179619312286377,
cemef,cefrem,,0.8396478891372681,
life science and biochemical engineering,life science and bioengineering,,0.9645212292671204,
"science, technology & society","science, technology and society",,0.9926350116729736,
"education, health, and human services","education, health and human services",health and public affairs,0.9936969876289368,0.7748789191246033
setor pessoal,pessoal,,0.8312671780586243,
chemical sciences and technology,chemical sciences and technologies,,0.9904611706733704,
iraq ministry of education,islamic education department,,0.8407702445983887,
astronomical institute,astrophysics institute,,0.9103524684906006,
national fundamental studies,fundamental studies,,0.8121185302734375,
center for clinical excellence,clinical center,,0.8951225876808167,
biomedical engineering and chemical engineering,chemical engineering and biological engineering,,0.9712878465652466,
management science and technological innovation,innovation management,,0.8859992027282715,
mchd,dvm,,0.7506698369979858,
polish philology institute,polish philology faculty and classical,,0.866074800491333,
periodontics and oral medicine,oral medicine and periodontology,,0.9670384526252747,
computer science & informatics,computer science and informatics,,0.9971052408218384,
general linguistics,general and comparative linguistics,,0.9385330677032471,
agricultural and resources economics,agricultural and resource economics,,0.9965240955352783,
national institute on drug abuse intramural research program,national institute on drug abuse,,0.8465556502342224,
biology deparment,biology departement,,0.9156333208084106,
jarosław dąbrowski military technical academy,jarosław dabrowski military technical academy,academy of physical education in wroclaw,0.9809602499008179,0.6791813969612122
theater arts,theatre arts,,0.9784566164016724,
automotive engineering technology,mechanical and automotive engineering technology,,0.9600576162338257,
law faculty political and social sciences,law and political science faculty,,0.9301681518554688,
united states marine corps,us marine corps,,0.9611660242080688,
diagnostic radiology department,diagnostic radiology,,0.9438945055007935,
linus pauling institute,vollum institute,,0.72160404920578,
specialization in constitutional law,constitutional law department,,0.8592440485954285,
fpt software,software,,0.8195948004722595,
discovery technologies,research technologies,,0.9031661748886108,
"biodiversity, animal health and comparative medicine","biodiversity, animal health & comparative medicine",,0.9972701072692871,
ningxia hui autonomous region peoples hospital,people's hospital of guangxi zhuang autonomous region,,0.9343580007553101,
production and metallurgy engineering,production engineering and metallurgy,,0.993371844291687,
sra,sre,,0.862352728843689,
centro cultural colombo americano,american colombo center,,0.8230314254760742,
frontier science,frontier sciences,,0.9547722339630127,
plant microbe interactions,plant microbe interaction,,0.9946804046630859,
instituto politécnico de bragança escola superior de educação,instituto politécnico de lisboa escola superior de educação,,0.9645802974700928,
northwest biological research center sc,northwest biological research center,,0.9832212924957275,
development department,development office,,0.8921194076538086,
crossref,reference,,0.8074856996536255,
marine and coastal studies,marine and coastal research,,0.9368812441825867,
center for synaptic neuroscience and technology,center for neuroscience and cognitive systems,,0.8822901844978333,
saffron france,france,paris-grignon national agronomic institute,0.7416549921035767,0.6257948875427246
biochemistry and molecular biology department,biochemistry department,,0.9540387392044067,
vocational rehabilitation,human rehabilitation,,0.8726903796195984,
ob/hr,ob/hrm,,0.9167473316192627,
hospital pediatrics,pediatric hospital medicine,,0.9493919610977173,
centre de physique des particules de marseille,arts et métiers paristech - centre de lille,,0.794817328453064,
nutrition school,school nutrition,,0.8842443227767944,
spcts,crct,,0.8289770483970642,
political and economic studies,politics and economics,,0.8777632713317871,
creative computing institute,computer science and creative technologies,,0.7845174074172974,
curriculum studies,curriculum and instructional studies,,0.9404050707817078,
science and technology information,science and information,,0.9396428465843201,
escola de saúde pública do distrito federal,defensoria pública do distrito federal,,0.820836067199707,
service endocrinology,endocrinology service,,0.9638876914978027,
ntt basic research laboratories,research laboratories,,0.9289286732673645,
environmental studies and sciences,environmental science and studies,,0.9746566414833069,
thammasat business school,chulalongkorn business school,,0.8704091310501099,
guangdong provincial hospital of traditional chinese medicine,hubei provincial hospital of traditional chinese medicine,,0.9422930479049683,
graduate program in ecology of aquatic environments,graduate program in ecology and natural resources,,0.9090285301208496,
cardiff engineering,cardiff technologies,,0.807465672492981,
human sciences for training riccardo massa,giovanni maria bertin educational sciences,galileo galilei state scientific high school,0.7515376806259155,0.6048997640609741
piauí state education,state education piauí,,0.9659036993980408,
liberal arts and humanities,humanities and liberal arts,,0.976344645023346,
centre for water resources,center for water resources,,0.969714879989624,
collage of education,of education,,0.8264589309692383,
pece,pecege,,0.8523258566856384,
phisics department,phisics,,0.8038070201873779,
midwifery science,midwifery,,0.8808950781822205,
measurement technology,measurement science and technology,,0.9249045848846436,
english language program,english language programs,,0.9756366610527039,
leather products engineering,leather engineering,,0.9607797265052795,
mathematics and cybernetics,mathematical cybernetics,,0.9751067757606506,
animals science,animal science,,0.9703867435455322,
jawaharlal post graduate medical education,jawaharlal postgraduate medical education and research,jawaharlal post graduate medical education and research,0.9641165137290955,0.9680103659629822
economy and management faculty,economics and management faculty,,0.9881928563117981,
mechanical engineering and applied electronics technology,mechanical and electronic engineering,,0.9714354276657104,
precision medicine department,precision medicine,faculty 'of medicine and surgery,0.9061489701271057,0.7787822484970093
dept. of materials science and engineering,dept. of materials science & engineering,,0.9979881644248962,
power supply,electric power supply,,0.9575693607330322,
basic science research institute,applied science research institute,,0.8634777665138245,
geosciences and technology,geoscience and technology,,0.9874000549316406,
escuela técnica superior de ingeniería y diseño industrial,escuela técnica superior de ingeniería industrial,,0.982844889163971,
mother of god,holy scripture,,0.613194465637207,
division of mental health and addiction,mental health and addiction,,0.8298683166503906,
centre for cell biology and cutaneous research,centre for cancer research and cell biology,,0.926010012626648,
colciencias,villavicencio,,0.7077212333679199,
"biology, chemistry",biology and chemistry,,0.9937337040901184,
graduate program in management and controlling,graduate program in management,,0.9097456932067871,
desy,des,,0.8065735101699829,
institutional comunication,address institutional communication,,0.8954291343688965,
agriculture and life sciences,agriculture & life sciences,,0.9972219467163086,
math/physics,math-physics,,0.9889411926269531,
cnrs delegation for brittany and pays de la loire region,cnrs delegation for nord-pas-de-calais and picardy,,0.867213249206543,
jewish history,jewish studies,,0.8423624038696289,
psychiatry and behavioral neurobiology,psychiatry and behavioral neurosciences,,0.9753915071487427,
right academic unit,academic unit,,0.8548716306686401,
animal and poultry science,animal & poultry science,,0.9978787899017334,
magister ekonomi syariah,syariah banking,sharia &amp; islamic economics,0.6761010885238647,0.6506673097610474
fdr other research,ascor other research fmg,,0.9353606700897217,
uneal,uneb,,0.8007964491844177,
financial aid,funding,,0.7657015919685364,
experimental medicine and biotechnology,experimental biomedicine,,0.959804117679596,
vice chancellor,vice chancellor office,,0.9498810768127441,
teologia morale,teología moral,,0.7605860233306885,
history and international relations department,history department,historical and pedagogical faculty,0.8686995506286621,0.732559084892273
walgreens,retail pharmacy,,0.7173051834106445,
sciences de la terre et de l'univers,sciences et génie des matériaux,,0.8756507039070129,
dental clinic,dental clinics,,0.9676153659820557,
alumno,alumni,,0.7974066734313965,
music and choreography,choreography,,0.8937846422195435,
thomas h. gosnell life sciences,gosnell life sciences,,0.8401058912277222,
bank of england,nhs england,,0.7270388603210449,
hepatology and liver transplantation,hpb surgery and liver transplantation,,0.9451343417167664,
edmund mach foundation,links foundation,,0.6404992341995239,
biotechnology and life science,biotechnology and life sciences,,0.99140465259552,
ingenieria geological,geology and geological engineering,,0.8468315601348877,
ethnobotany,ethnography,,0.8155021667480469,
icra,icr,carim,0.7486186027526855,0.7453471422195435
"biological, earth and environmental science","biological, earth and environmental sciences",,0.9883724451065063,
research & development,research and development,,0.9964786767959595,
advanced robotics,intelligent robotics,,0.9306924939155579,
business and economy,economy and business,,0.9849532842636108,
network,network and communication,,0.8913053274154663,
icredd,icc,,0.7255806922912598,
mental and physical health and preventive medicine,preventive medicine and public health,,0.8718949556350708,
clinical care,clinical medicin,,0.923675537109375,
amgen inc,amgen,,0.8881484866142273,
integrative neurophysiology,neurophysiology,,0.9284195303916931,
natural science research institute,natural sciences research institute,,0.9857715964317322,
"geography, environment, and spatial sciences",geography and spatial sciences,geography-geology,0.9739814400672913,0.8812096118927002
national clinician scholars program,medical scientist training program,,0.7421240210533142,
steelmaking,metalworking,metallurgical science and engineering,0.8258445858955383,0.625393271446228
chimestry,chimistry,,0.7888555526733398,
lamhess,lam,lthe,0.8167834877967834,0.6365160942077637
scut,uts,,0.8771824240684509,
trauma service,trauma services,,0.9789556860923767,
centre for mental health research,centre for mental health,,0.9108805656433105,
engineering and applied sciences seas,marine science and engineering,applied mechanics and engineering sciences,0.9033136367797852,0.8148123025894165
escola tècnica superior d'enginyeria industrial de barcelona,escola tècnica superior d'enginyeria de telecomunicació de barcelona,,0.9257315397262573,
sp,spe,,0.8801581859588623,
quantum,quantum matter,,0.862389326095581,
andalusian earth sciences,earth sciences,,0.7516907453536987,
australian centre,australian business,,0.7971025705337524,
hainan general hospital,huashan hospital,,0.8503901958465576,
training and development center,training center,,0.9276430606842041,
jean piaget polytechnic south,jean piaget polytechnic north,braganca polytechnic institute,0.8424702286720276,0.6822462677955627
management and organisation,management & organisation,,0.9970507621765137,
ship science,nautical science,,0.865381121635437,
noirlab,unab,,0.7704755067825317,
division of structural biology,structural biology division,,0.9605085253715515,
alumni,alumno,,0.7974066734313965,
max planck human development,max planck developmental biology,,0.8417410254478455,
media & cultural studies,media and cultural studies,,0.9967994689941406,
medical physics and biomedical engineering,medical physics & biomedical engineering,,0.9959703087806702,
isr-1: space science & applications,isr-2: space and remote sensing,,0.8540472984313965,
global discovery chemistry,discovery chemistry,,0.8955807089805603,
spanish agency for international development cooperation,international development cooperation,,0.7085013389587402,
ims laboratory,lab,,0.9286351203918457,
booz allen hamilton united states,booz allen hamilton inc,,0.9113857746124268,
"histology, cytology and embryology","histology, embryology and cytology",,0.998707115650177,
naval architecture & ocean engineering,naval architecture and ocean engineering,,0.9976902008056641,
arab,arabic,,0.9624144434928894,
xinjiang ecology and geography,"xinjiang ecology and geography, chinese academy of sciences",,0.8408875465393066,
inflammation and immunity,inflammation & immunity,,0.9951673746109009,
