DepartmentName,Field,Area,Umbrella,is_STEM
"Applied Social Sciences, Division of",,Agriculture,Natural Sciences,True
"Applied Social Sciences, Division of",,,,
"Agricultural Education, Department of",,Agriculture,Natural Sciences,True
"Agricultural, Leadership, and Community Education, Department of",Communication,"Journalism, Media, Communication","Journalism, Media, Communication",False
"Comparative Biosciences, Department of",Biological Sciences,Biological Sciences,Natural Sciences,True
"Comparative Biosciences, Department of",Veterinary Medical Sciences,Medical Sciences,Medicine,True
"Natural Resources and The Environment, Department of",Natural Resources,Earth Sciences,Natural Sciences,True
"Pathobiology, Department of",Pathology,Biological Sciences,Natural Sciences,True
"Political Science, Department of",Economics,Economics,Social Sciences,False
"Political Science, Department of",Public Policy,Public Administration and Policy,Public Administration and Policy,False
"Political Science, Department of",Sociology,Sociology,Social Sciences,False
"Life Sciences Communication, Department of",Mass Communications and Media Studies,"Journalism, Media, Communication","Journalism, Media, Communication",False
"Hotel, Restaurant and Institutional Management, Department of",Management,Business,Business,False
"Chemical and Materials Engineering, Department of",Chemical Engineering,Chemical Sciences,Natural Sciences,True
"Chemical and Materials Engineering, Department of",Materials Engineering,Engineering,Engineering,True
"Chemical, Biochemical and Environmental Engineering, Department of",Chemical Engineering,Chemical Sciences,Natural Sciences,True
"Higher Education, Institute of",,Education,Education,False
"Educational Leadership and Policy Analysis, Department of",Education Administration,Education,Education,False
"Physical Activity and Educational Services, School of","Health, Physical Education, Recreation",Health,Health,False
"Physical Activity and Educational Services, School of","Exercise Science, Kinesiology, Rehab, Health",Health,Health,False
"Human and Organizational Learning, Department of",Human Development and Family Sciences,Health,Health,False
"Leadership and Counseling, Department of",Education Administration,Education,Education,False
"Business Administration, College of",Business Administration,Business,Business,False
"Engineering Physics, Department of",,Physical Sciences,Natural Sciences,True
"Animal and Food Sciences, Department of",Animal Sciences,Agriculture,Natural Sciences,True
"Animal and Food Sciences, Department of",Food Science,Agriculture,Natural Sciences,True
"Biosystems and Agricultural Engineering, Department of",Agricultural Engineering,Engineering,Engineering,True
"Paper and Bioprocess and Engineering, Department of",,Engineering,Engineering,True
"Agricultural Education and Communication, Department of",,Education,Education,False
"Zoology, Department of",,Biological Sciences,Natural Sciences,True
"East Asian Languages and Literature, Department of",Asian Studies,"Language, Literature, Culture",Humanities,False
"East Asian Languages and Literature, Department of",Asian Languages,"Language, Literature, Culture",Humanities,False
"Labor Relations, Law and History, Department of",History,History,Humanities,False
"International and Comparative Labor, Department of",International Affairs,Political Science,Social Sciences,False
Finance Area,Finance,Business,Business,False
"Media and Public Affairs, School of",Mass Communications and Media Studies,"Journalism, Media, Communication","Journalism, Media, Communication",False
"Media and Public Affairs, School of",Public Administration,Public Administration and Policy,Public Administration and Policy,False
"Economic, Political and Policy Science, School of",Political Science,Political Science,Social Sciences,False
"Economic, Political and Policy Science, School of",Economics,Economics,Social Sciences,False
"Economic, Political and Policy Science, School of",Public Policy,Public Administration and Policy,Public Administration and Policy,False
"Sociology, Social Work, and Anthropology, Department of",Social Work,Health,Health,False
"Sociology, Social Work, and Anthropology, Department of",Sociology,Sociology,Social Sciences,False
"Sociology, Social Work, and Anthropology, Department of",Anthropology,Anthropology,Social Sciences,False
"Philosophy, Department of",,,,
"Plant Pathology and Microbiology, Department of",Microbiology,Biological Sciences,Natural Sciences,True
"Plant Pathology and Microbiology, Department of",Plant Pathology,Biological Sciences,Natural Sciences,True
"Entomology, Plant Pathology and Weed Science, Department of",Entomology,Biological Sciences,Natural Sciences,True
"Entomology, Plant Pathology and Weed Science, Department of",Plant Pathology,Biological Sciences,Natural Sciences,True
"Entomology, Plant Pathology and Weed Science, Department of",Plant Sciences,Agriculture,Natural Sciences,True
"Plant and Environmental Sciences, Department of",Environmental Sciences,Earth Sciences,Natural Sciences,True
"Plant and Environmental Sciences, Department of",Forestry and Forest Resources,Earth Sciences,Natural Sciences,True
"Entomology, Soils and Plant Sciences, Department of",Plant Sciences,Agriculture,Natural Sciences,True
"Entomology, Soils and Plant Sciences, Department of",Soil Science,Agriculture,Natural Sciences,True
"Entomology, Soils and Plant Sciences, Department of",Entomology,Biological Sciences,Natural Sciences,True
"Population Health and Reproduction, Department of",Veterinary Medical Sciences,Medical Sciences,Medicine,True
"Pathobiology and Population Medicine, Department of",Veterinary Medical Sciences,Medical Sciences,Medicine,True
"Microbiology, Immunology and Pathology, Department of",Immunology,Medical Sciences,Medicine,True
"Microbiology, Immunology and Pathology, Department of",Pathology,Biological Sciences,Natural Sciences,True
"Microbiology, Immunology and Pathology, Department of",Microbiology,Biological Sciences,Natural Sciences,True
"Clinical Sciences, Department of",,Health,Health,False
"Veterinary Sciences, Department of",Veterinary Medical Sciences,Medical Sciences,Medicine,True
"Special Education, School Psychology, and Early Childhood Studies - Special Education",Special Education,Education,Education,False
"Special Education, School Psychology, and Early Childhood Studies - Special Education",,Psychological Sciences,Social Sciences,False
"Special Education, School Psychology, and Early Childhood Studies - Special Education",,Education,Education,False
"Instruction and Teacher Education, Department of",Curriculum and Instruction,Education,Education,False
"Teacher Education, Division of",,Education,Education,False
"Evolution and Ecology, Department of",Ecology,Biological Sciences,Natural Sciences,True
"Evolution and Ecology, Department of",Evolutionary Biology,Biological Sciences,Natural Sciences,True
"Animal and Rangeland Sciences, Department of",Animal Sciences,Agriculture,Natural Sciences,True
"Comparative Biomedical Sciences, Department of",Veterinary Medical Sciences,Medical Sciences,Medicine,True
"Telecommunications, Interdisciplinary Program in",Information Technology,Computational Sciences,Mathematics and Computing,True
"Telecommunications, Interdisciplinary Program in",Mass Communications and Media Studies,"Journalism, Media, Communication","Journalism, Media, Communication",False
"Integrative Physiology, Department of",Biological Sciences,Biological Sciences,Natural Sciences,True
"Integrative Physiology, Department of",Physiology,Medical Sciences,Medicine,True
"Integrative Physiology, Department of","Exercise Science, Kinesiology, Rehab, Health",Health,Health,False
"Chemistry and Geochemistry, Department of",Chemistry,Chemical Sciences,Natural Sciences,True
"Material Sciences and Engineering, Department of",Materials Engineering,Engineering,Engineering,True
"Craniofacial Biology, Department of",,Medical Sciences,Medicine,True
"Economics and Business, Division of",Economics,Economics,Social Sciences,False
"Economics and Business, Division of",Business Administration,Business,Business,False
"Computational Mathematics, Science and Engineering, Department of",Mathematics,Mathematical Sciences,Mathematics and Computing,True
"Computational Mathematics, Science and Engineering, Department of",,Engineering,Engineering,True
"Computational Mathematics, Science and Engineering, Department of",,Computational Sciences,Mathematics and Computing,True
"Intermedia Art, Writing and Performance (IAWP), Unit of",Mass Communications and Media Studies,"Journalism, Media, Communication","Journalism, Media, Communication",False
"Intermedia Art, Writing and Performance (IAWP), Unit of",,"Language, Literature, Culture",Humanities,False
"Business, Leeds School - Marketing Division",Marketing,Business,Business,False
"Therapeutics & Pharmacology, Department of",Pharmacology,Medical Sciences,Medicine,True
"Geological Sciences, Department of",,Physical Sciences,Natural Sciences,True
"Environmental Design, Program in",Urban and Regional Planning,"Architecture, Design, Planning",Humanities,False
"Zoology and Physiology, Department of",,Biological Sciences,Natural Sciences,True
"Zoology and Physiology, Department of",Physiology,Medical Sciences,Medicine,True
"Planning and Design, Department of",,"Architecture, Design, Planning",Humanities,False
"Atmospheric and Oceanic Sciences (ATOC), Department of",Marine Sciences,Earth Sciences,Natural Sciences,True
"Atmospheric and Oceanic Sciences (ATOC), Department of",,Earth Sciences,Natural Sciences,True
"Atmospheric and Oceanic Sciences (ATOC), Department of",Atmospheric Sciences and Meteorology,Physical Sciences,Natural Sciences,True
"Fisheries, Wildlife, and Conservation Biology, Department of",,Earth Sciences,Natural Sciences,True
"Film Studies, Program in",Mass Communications and Media Studies,"Journalism, Media, Communication","Journalism, Media, Communication",False
"Critical Media Practices, Department of",Mass Communications and Media Studies,"Journalism, Media, Communication","Journalism, Media, Communication",False
"Geology and Geophysics, School of",Geology,Earth Sciences,Natural Sciences,True
"Geology and Geophysics, School of",,Physical Sciences,Natural Sciences,True
"Music, College of",,Education,Education,False
"Music, Department of","Theatre Literature, History and Criticism","Language, Literature, Culture",Humanities,False
"Computing, The School of",,Computational Sciences,Mathematics and Computing,True
"Human-Centered Computing, Department of",,Computational Sciences,Mathematics and Computing,True
"Accounting, Information and Management, Department of",Management Information Systems,Business,Business,False
"Accounting, Information and Management, Department of",Accounting,Business,Business,False
"Accounting, Information and Management, Department of",Management,Business,Business,False
"Global Entrepreneurship and Innovation, Department of",,Business,Business,False
"Construction Management, Department of",,Engineering,Engineering,True
"Civil, Architectural and Environmental Engineering, Department of",Architecture,"Architecture, Design, Planning",Humanities,False
"Educator Preparation, Innovation, and Research, Department of",Curriculum and Instruction,Education,Education,False
"Educator Preparation, Innovation, and Research, Department of",,Education,Education,False
"Educational Administration and Higher Education, Department of",,Education,Education,False
"Educational Administration and Higher Education, Department of",Education Administration,Education,Education,False
"Curriculum and Instructional Leadership, Department of",Curriculum and Instruction,Education,Education,False
"Curriculum and Instruction, Department of",,Education,Education,False
"Media Study, Department of",Mass Communications and Media Studies,"Journalism, Media, Communication","Journalism, Media, Communication",False
"Stem Cell and Regenerative Biology, Department of",Cell Biology,Biological Sciences,Natural Sciences,True
"Stem Cell and Regenerative Biology, Department of",Molecular Biology,Biological Sciences,Natural Sciences,True
"Stem Cell and Regenerative Biology, Department of",,Biological Sciences,Natural Sciences,True
"Community and Behavioral Health, Department of",Public Health,Health,Health,False
"Languages, Literatures and Cultures, Department of",,"Language, Literature, Culture",Humanities,False
"Astrophysical and Planetary Sciences, Department of",Astronomy,Physical Sciences,Natural Sciences,True
"Hispanic Languages and Literature, Department of",Spanish Language and Literature,"Language, Literature, Culture",Humanities,False
"Cultures, Societies, and Global Studies, Department of",,"Language, Literature, Culture",Humanities,False
"Theatre and Film Studies, Department of","Theatre Literature, History and Criticism","Language, Literature, Culture",Humanities,False
"Health and Exercise Science, Department of","Exercise Science, Kinesiology, Rehab, Health",Health,Health,False
"Population Health and Pathobiology, Department of",Veterinary Medical Sciences,Medical Sciences,Medicine,True
"Atmospheric Science, Department of",Atmospheric Sciences and Meteorology,Physical Sciences,Natural Sciences,True
"Journalism, Division of",Mass Communications and Media Studies,"Journalism, Media, Communication","Journalism, Media, Communication",False
"Communication and Theatre Arts, Department of",Communication,"Journalism, Media, Communication","Journalism, Media, Communication",False
"Speech, Language and Hearing Sciences, Department of",Communication Disorders and Sciences,Health,Health,False
"Communicative Disorders, Department of",Communication Disorders and Sciences,Health,Health,False
"Communicative Disorders, Department of",Speech and Hearing Sciences,Health,Health,False
"Chemistry and Chemical Engineering, Division of",Chemical Engineering,Chemical Sciences,Natural Sciences,True
"Chemistry and Chemical Engineering, Division of",Chemistry,Chemical Sciences,Natural Sciences,True
"Environmental Science and Engineering, Department of",Environmental Sciences,Earth Sciences,Natural Sciences,True
"Environmental Science and Engineering, Department of",Environmental Engineering,Engineering,Engineering,True
"Germanic, Slavic and Semitic Studies, Department of",Slavic Languages and Literatures,"Language, Literature, Culture",Humanities,False
"Germanic, Slavic and Semitic Studies, Department of",Near and Middle Eastern Languages and Cultures,"Language, Literature, Culture",Humanities,False
"Germanic, Slavic and Semitic Studies, Department of",Germanic Languages and Literatures,"Language, Literature, Culture",Humanities,False
History Department,History,History,Humanities,False
English Department,English Language and Literature,"Language, Literature, Culture",Humanities,False
"Stem Cell Biology and Regenerative Medicine, Department of",Cell Biology,Biological Sciences,Natural Sciences,True
"Statistics and Statistical Laboratory, Department of",Statistics,Mathematical Sciences,Mathematics and Computing,True
"Finance, Insurance and Real Estate, Department of",Finance,Business,Business,False
"Economics and Legal Studies In Business, Department of",Economics,Economics,Social Sciences,False
"Agricultural, Food and Resource Economics, Department of",Agricultural Economics,Economics,Social Sciences,False
"Resource Economics, Department of",Agricultural Economics,Economics,Social Sciences,False
Economics Department,Economics,Economics,Social Sciences,False
"Aeronautics and Engineering, College of",,Engineering,Engineering,True
"Aerospace Engineering, Department of",,Engineering,Engineering,True
"Interior Design, Department of",,"Architecture, Design, Planning",Humanities,False
"Design, Department of",,"Architecture, Design, Planning",Humanities,False
"Product Design, Program in",,,,
"Art and Visual Culture, Department of",,,,
"Graphic Design, Department of",,,,
"Design School, The - Design Faculty",Architecture,"Architecture, Design, Planning",Humanities,False
"Design, Department of",,Health,Health,False
"Industrial and Systems Engineering and Engineering Management, Department of",Systems Engineering,Engineering,Engineering,True
"Industrial and Systems Engineering and Engineering Management, Department of",Industrial Engineering,Engineering,Engineering,True
"Biomedical Sciences, Department of",Veterinary Medical Sciences,Medical Sciences,Medicine,True
"Animal and Poultry Sciences, Department of",Animal Sciences,Agriculture,Natural Sciences,True
"Veterinary Diagnostic and Production Animal Medicine, Department of",Veterinary Medical Sciences,Medical Sciences,Medicine,True
"Agricultural Education and Studies, Department of",,Education,Education,False
"Construction Science, Department of",,Engineering,Engineering,True
"Engineering Technology, Department of",,Engineering,Engineering,True
"Geological and Atmospheric Sciences, Department of",Atmospheric Sciences and Meteorology,Physical Sciences,Natural Sciences,True
"Geological and Atmospheric Sciences, Department of",Geology,Earth Sciences,Natural Sciences,True
"Ecology, Evolution and Organismal Biology, Department of",Ecology,Biological Sciences,Natural Sciences,True
"Ecology, Evolution and Organismal Biology, Department of",Evolutionary Biology,Biological Sciences,Natural Sciences,True
"Statistics and Applied Probability, Department of",Statistics,Mathematical Sciences,Mathematics and Computing,True
"Computing and Information Sciences, Department of",Computer Science,Computational Sciences,Mathematics and Computing,True
"Computing and Information Sciences, Department of",Information Science,Computational Sciences,Mathematics and Computing,True
"Agricultural Communications, Education and Leadership, Department of",Human Development and Family Sciences,Health,Health,False
"Women, Gender, and Sexuality Studies, Department of",Gender Studies,Gender Studies,Social Sciences,False
"Leadership and Counseling, Department of",Counselor Education,Education,Education,False
"Educational and Organizational Leadership Development, Department of",,Education,Education,False
"Educational and Organizational Leadership Development, Department of",Counselor Education,Education,Education,False
"Educational and Organizational Leadership Development, Department of",Education Administration,Education,Education,False
"Curriculum and Instruction/Literacy Studies, Department of",Curriculum and Instruction,Education,Education,False
"Educational Leadership and Research Methodology, Department of",Education Administration,Education,Education,False
"Educational Psychology and Higher Education, Department of",Education Administration,Education,Education,False
"Educational Psychology and Higher Education, Department of",,Education,Education,False
"Educational Psychology and Higher Education, Department of",Educational Psychology,Psychological Sciences,Social Sciences,False
"Veterinary Pathology, Department of",Veterinary Medical Sciences,Medical Sciences,Medicine,True
"Apparel, Events and Hospitality Management, Department of",,Health,Health,False
"Instruction and Learning, Department of",Curriculum and Instruction,Education,Education,False
"Music and Theatre, Department of",Music,Arts,Humanities,False
"Educational Leadership and Innovation, Division of",Education Administration,Education,Education,False
"Educational Leadership and Organizational Learning, Department of",Education Administration,Education,Education,False
"Materials Design and Innovation, Department of",Materials Engineering,Engineering,Engineering,True
"Philosophy and Religious Studies, Department of",Religious Studies,Theology and Religion,Humanities,False
"Philosophy and Religious Studies, Department of",Philosophy,Philosophy,Humanities,False
"Management Sciences, Department of",Operations Research,Engineering,Engineering,True
"Management Sciences, Department of",Management Information Systems,Business,Business,False
"Information Operations and Technology Management, Department of",Operations Research,Engineering,Engineering,True
"Information Operations and Technology Management, Department of",Management Information Systems,Business,Business,False
"Systems and Technology, Department of",,Business,Business,False
"Management, Department of",Management Information Systems,Business,Business,False
"Operational Sciences, Department of",Operations Research,Engineering,Engineering,True
"Marketing and Supply Chain Management, Department of",Management,Business,Business,False
"Veterinary Medicine, College of",Veterinary Medical Sciences,Medical Sciences,Medicine,True
"Pathology, Department of",Veterinary Medical Sciences,Medical Sciences,Medicine,True
"Engineering Technology and Management, Department of",,Engineering,Engineering,True
"Grain Science and Industry, Department of",Agronomy,Agriculture,Natural Sciences,True
"Veterinary Preventive Medicine, Department of",Veterinary Medical Sciences,Medical Sciences,Medicine,True
"Large Animal Clinical Sciences, Department of",Veterinary Medical Sciences,Medical Sciences,Medicine,True
"Veterinary Microbiology and Preventive Medicine, Department of",Veterinary Medical Sciences,Medical Sciences,Medicine,True
"Anatomy and Physiology, Department of",Anatomy,Biological Sciences,Natural Sciences,True
"Anatomy and Physiology, Department of",Physiology,Medical Sciences,Medicine,True
"Consumer Sciences, Department of",,Health,Health,False
"Marketing and Supply Chain, Department of",Marketing,Business,Business,False
"Marketing, Industrial Distribution and Economics, Department of",Economics,Economics,Social Sciences,False
"Marketing, Industrial Distribution and Economics, Department of",Marketing,Business,Business,False
"Pharmacology and Experimental Therapeutics, Department of",Pharmacology,Medical Sciences,Medicine,True
"Pharmacology and Experimental Therapeutics, Department of",Pharmaceutical Sciences,Medical Sciences,Medicine,True
"Tropical Plant and Soil Sciences, Department of",Plant Sciences,Agriculture,Natural Sciences,True
"Tropical Plant and Soil Sciences, Department of",Soil Science,Agriculture,Natural Sciences,True
"Molecular Genetics and Cell Biology, Department of",,Medical Sciences,Medicine,True
"Molecular Genetics and Cell Biology, Department of",Cell Biology,Biological Sciences,Natural Sciences,True
"Plant Sciences, Division of",Plant Sciences,Agriculture,Natural Sciences,True
"Community and Regional Planning, Department of",Urban and Regional Planning,"Architecture, Design, Planning",Humanities,False
"Entomology and Nematology, Department of",Entomology,Biological Sciences,Natural Sciences,True
"Pathobiological Sciences, Department of",Veterinary Medical Sciences,Medical Sciences,Medicine,True
"Natural Resource Ecology and Management, Department of",Natural Resources,Earth Sciences,Natural Sciences,True
"Entrepreneurship, School of",,Business,Business,False
"Geology and Geography, Department of",Geology,Earth Sciences,Natural Sciences,True
"Geology and Geography, Department of",Geography,Geography,Social Sciences,False
"Human Physiology, Department of",Physiology,Medical Sciences,Medicine,True
"Veterinary Medicine and Surgery, Department of",Veterinary Medical Sciences,Medical Sciences,Medicine,True
"Veterinary Small Animal Clinical Sciences, Department of",Veterinary Medical Sciences,Medical Sciences,Medicine,True
"Agricultural and Human Sciences, Department of",,Education,Education,False
"Agricultural Education and Agricultural Sciences, Department of",,Agriculture,Natural Sciences,True
"Agriculture, Department of",,Agriculture,Natural Sciences,True
"Teaching, Learning and Leadership, Department of",,Education,Education,False
"Teaching, Learning and Leadership, Department of",Education Administration,Education,Education,False
"Agriculture, Agribusiness, and Environmental Science, Department of",Agronomy,Agriculture,Natural Sciences,True
"Fisheries and Wildlife, Department of",,Earth Sciences,Natural Sciences,True
"Immunology and Molecular Microbiology, Department of",Immunology,Medical Sciences,Medicine,True
"Immunology and Molecular Microbiology, Department of",Microbiology,Biological Sciences,Natural Sciences,True
"Population Health, Department of",Veterinary Medical Sciences,Medical Sciences,Medicine,True
"English and Foreign Languages, Department of",English Language and Literature,"Language, Literature, Culture",Humanities,False
"Consumer and Design Sciences, Department of",,Health,Health,False
"Textile, Merchandising and Interiors, Department of",,Health,Health,False
"Textile, Merchandising and Interiors, Department of",,"Architecture, Design, Planning",Humanities,False
"Family and Consumer Sciences, Department of",,Health,Health,False
"Design, School of",Architecture,"Architecture, Design, Planning",Humanities,False
"Plant Pathology, Department of",,Biological Sciences,Natural Sciences,True
"Business and Public Policy, Graduate School of",Business Administration,Business,Business,False
"Business and Public Policy, Graduate School of",Public Policy,Public Administration and Policy,Public Administration and Policy,False
"Acquisition Management, Department of",,Business,Business,False
Business - Strategy and Environment Area,,Business,Business,False
"Materials Science and Chemical Engineering, Department of",Materials Engineering,Engineering,Engineering,True
"Materials Science and Chemical Engineering, Department of",Chemical Engineering,Chemical Sciences,Natural Sciences,True
"Maritime Systems Engineering, Department of",Systems Engineering,Engineering,Engineering,True
"Biostatistics, Bioinformatics and Biomathematics, Department of",Biostatistics,Biological Sciences,Natural Sciences,True
"Biostatistics, Bioinformatics and Biomathematics, Department of",,Biological Sciences,Natural Sciences,True
"Marine, Earth and Atmospheric Sciences, Department of",Marine Sciences,Earth Sciences,Natural Sciences,True
"Marine, Earth and Atmospheric Sciences, Department of",Atmospheric Sciences and Meteorology,Physical Sciences,Natural Sciences,True
"Educational Research, Leadership and Technology - Educational Technology, School of",,Education,Education,False
"Educational Research, Leadership and Technology - Educational Technology, School of",Education Administration,Education,Education,False
"Neuroscience and Experimental Therapeutics, Department of",Neuroscience,Biological Sciences,Natural Sciences,True
"Neuroscience and Experimental Therapeutics, Department of",Biological Sciences,Biological Sciences,Natural Sciences,True
"Literatures, Cultures, and Languages, Department of",Classics and Classical Languages,"Language, Literature, Culture",Humanities,False
"Chemical and Petroleum Engineering, Department of",Chemical Engineering,Chemical Sciences,Natural Sciences,True
"Petroleum and Geological Engineering, School of",,Engineering,Engineering,True
"Petroleum Engineering at Qatar, Department of",,Engineering,Engineering,True
Business - Accounting Area,Accounting,Business,Business,False
"Banking and Finance, Department of",Finance,Business,Business,False
"Ecosystem Science and Management, Department of",Ecology,Biological Sciences,Natural Sciences,True
"Forest Resources, Department of",Forestry and Forest Resources,Earth Sciences,Natural Sciences,True
"Wildlife and Fisheries Sciences, Department of",,Earth Sciences,Natural Sciences,True
"Rangeland, Wildlife, and Fisheries Management, Department of",,Earth Sciences,Natural Sciences,True
"Biology and Wildlife, Department of",,Earth Sciences,Natural Sciences,True
"Biology and Wildlife, Department of",Biological Sciences,Biological Sciences,Natural Sciences,True
"Forest Resources and Conservation, School of",Forestry and Forest Resources,Earth Sciences,Natural Sciences,True
"Forest Ecology and Biogeoscience, Department of",Forestry and Forest Resources,Earth Sciences,Natural Sciences,True
"Plant and Soil Science, Department of",Plant Sciences,Agriculture,Natural Sciences,True
"Plant and Soil Science, Department of",Soil Science,Agriculture,Natural Sciences,True
"Natural Resources Management, Department of",Natural Resources,Earth Sciences,Natural Sciences,True
"Marine Biology, Department of",Marine Sciences,Earth Sciences,Natural Sciences,True
"Recreation, Park and Tourism Sciences, Department of","Health, Physical Education, Recreation",Health,Health,False
"Mechanical Engineering and Materials Science, Department of",Materials Engineering,Engineering,Engineering,True
"Design and Environmental Analysis, Department of",,"Architecture, Design, Planning",Humanities,False
"Philanthropy, School of",,,,
"International Affairs, Department of",International Affairs,Political Science,Social Sciences,False
"International Relations, Department of",International Affairs,Political Science,Social Sciences,False
"Technology Leadership and Communication, Department of",Communication,"Journalism, Media, Communication","Journalism, Media, Communication",False
"Technology Leadership and Communication, Department of",Management,Business,Business,False
"Electrical and Computer Engineering, Department of",Computer Science,Computational Sciences,Mathematics and Computing,True
"Educational Leadership and Counseling, Department of",Counselor Education,Education,Education,False
"Educational Leadership and Counseling, Department of",Education Administration,Education,Education,False
"Human Development and Organizational Studies in Education, School of",Human Development and Family Sciences,Health,Health,False
"Information Technology and Decision Sciences, Department of",Information Technology,Computational Sciences,Mathematics and Computing,True
"Leadership and Professional Studies, Department of",Counselor Education,Education,Education,False
"Leadership and Professional Studies, Department of",Education Administration,Education,Education,False
"Leadership and Professional Studies, Department of",,Education,Education,False
"Molecular and Cellular Medicine, Department of",Biochemistry,Biological Sciences,Natural Sciences,True
"Molecular and Cellular Medicine, Department of",Biological Sciences,Biological Sciences,Natural Sciences,True
"Pharmacy, College of",Pharmaceutical Sciences,Medical Sciences,Medicine,True
"Landscape Architecture and Urban Planning, Department of",Urban and Regional Planning,"Architecture, Design, Planning",Humanities,False
"Architecture and Landscape Architecture, Department of",,"Architecture, Design, Planning",Humanities,False
"Design and Construction, School of",Architecture,"Architecture, Design, Planning",Humanities,False
"Planning, Design, and Construction, School of",Urban and Regional Planning,"Architecture, Design, Planning",Humanities,False
"Urban Studies and Planning, School of",Urban and Regional Planning,"Architecture, Design, Planning",Humanities,False
"Marine Sciences, Department of",Marine Sciences,Earth Sciences,Natural Sciences,True
"Psychological Science, Department of",Neuroscience,Biological Sciences,Natural Sciences,True
"Psychological Science, Department of",Psychology,Psychological Sciences,Social Sciences,False
"Psychological Science, Department of",,Psychological Sciences,Social Sciences,False
Psychology Department,Psychology,Psychological Sciences,Social Sciences,False
"Cognitive and Learning Sciences, Department of",,Biological Sciences,Natural Sciences,True
"Kinesiology and Integrative Physiology, Department of","Exercise Science, Kinesiology, Rehab, Health",Health,Health,False
"Kinesiology and Integrative Physiology, Department of",Physiology,Medical Sciences,Medicine,True
"Health Promotion and Community Health Sciences, Department of","Exercise Science, Kinesiology, Rehab, Health",Health,Health,False
"Health Promotion and Behavior, Department of","Exercise Science, Kinesiology, Rehab, Health",Health,Health,False
"Health Promotion and Behavior, Department of",Public Health,Health,Health,False
"Agricultural Economics and Agricultural Business, Department of",Agricultural Economics,Economics,Social Sciences,False
"Crop and Soil Environmental Science, Department of",Plant Sciences,Agriculture,Natural Sciences,True
"Crop and Soil Environmental Science, Department of",Soil Science,Agriculture,Natural Sciences,True
"Crop and Soil Environmental Science, Department of",Environmental Sciences,Earth Sciences,Natural Sciences,True
"Crop and Soil Environmental Science, Department of",Plant Pathology,Biological Sciences,Natural Sciences,True
"Crop and Soil Environmental Science, Department of",Agronomy,Agriculture,Natural Sciences,True
"Crop and Soil Environmental Science, Department of",Horticulture,Agriculture,Natural Sciences,True
"Crop, Soil, and Environmental Sciences, Department of",Soil Science,Agriculture,Natural Sciences,True
"Crop, Soil, and Environmental Sciences, Department of",Agronomy,Agriculture,Natural Sciences,True
"Crop, Soil, and Environmental Sciences, Department of",Environmental Sciences,Earth Sciences,Natural Sciences,True
"Nutrition and Food Science, Department of",Food Science,Agriculture,Natural Sciences,True
"Nutrition and Food Science, Department of",Nutrition Sciences,Health,Health,False
"Decision and Technology Analytics, Department of",,Business,Business,False
"Decision and Information Science, Department of",Management Information Systems,Business,Business,False
"Kinesiology and Sport Management, Department of","Exercise Science, Kinesiology, Rehab, Health",Health,Health,False
"Kinesiology, Health Promotion and Recreation, Department of","Exercise Science, Kinesiology, Rehab, Health",Health,Health,False
Sociology Program,Sociology,Sociology,Social Sciences,False
"Public and International Affairs, Graduate School of",Public Administration,Public Administration and Policy,Public Administration and Policy,False
"Public and International Affairs, Graduate School of",International Affairs,Political Science,Social Sciences,False
"Public and International Affairs, Graduate School of",Public Policy,Public Administration and Policy,Public Administration and Policy,False
Political Science Program,Political Science,Political Science,Social Sciences,False
"Oceanography, Department of",,Earth Sciences,Natural Sciences,True
"Ocean, Earth and Atmospheric Sciences, Department of",Marine Sciences,Earth Sciences,Natural Sciences,True
"Ocean, Earth and Atmospheric Sciences, Department of",,Earth Sciences,Natural Sciences,True
"Ocean, Earth and Atmospheric Sciences, Department of",Atmospheric Sciences and Meteorology,Physical Sciences,Natural Sciences,True
"Earth and Atmospheric Science, Department of",Geology,Earth Sciences,Natural Sciences,True
"Earth and Atmospheric Science, Department of",Atmospheric Sciences and Meteorology,Physical Sciences,Natural Sciences,True
"Geography and Earth Sciences, Department of",Geography,Geography,Social Sciences,False
"Geography and Earth Sciences, Department of",Geology,Earth Sciences,Natural Sciences,True
"Chemical Engineering, School of",Chemical Engineering,Chemical Sciences,Natural Sciences,True
"Engineering Technology, Division of",,Engineering,Engineering,True
"Tourism, Conventions and Event Management, Department of",,Business,Business,False
"Forestry and Natural Resources, School of",Natural Resources,Earth Sciences,Natural Sciences,True
"Forestry and Natural Resources, School of",Forestry and Forest Resources,Earth Sciences,Natural Sciences,True
"Educational and Clinical Studies, Department of",Education Administration,Education,Education,False
"Early Childhood, Multilingual, and Special Education, Department of",Special Education,Education,Education,False
"Early Childhood, Multilingual, and Special Education, Department of",,Education,Education,False
"Secondary Education, Department of",,Education,Education,False
"Veterinary Physiology and Pharmacology, Department of",Veterinary Medical Sciences,Medical Sciences,Medicine,True
"Clinical Studies, Department of (New Bolton Center)",Veterinary Medical Sciences,Medical Sciences,Medicine,True
"Teaching, Learning and Curriculum Studies, School of",Curriculum and Instruction,Education,Education,False
"Teaching, Learning and Curriculum Studies, School of",,Education,Education,False
"Biological Chemistry, Department of",,Medical Sciences,Medicine,True
"Civil, Environmental and Ocean Engineering, Department of",Civil Engineering,Engineering,Engineering,True
"Civil, Environmental and Ocean Engineering, Department of",Environmental Engineering,Engineering,Engineering,True
